Probability,0.500000,0.250000,0.260000,0.580000,0.500000,0.620000,0.280000,0.580000,0.710000,0.340000,0.360000,0.750000,NaN
Value,20.000000,19.740000,23.120000,11.930000,16.040000,14.410000,35.520000,18.790000,16.880000,38.040000,38.510000,19.970000,NaN
Participant,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,BlinkRate
1,1,1,1,1,1,1,1,1,1,1,1,1,0.000000
2,1,0,0,0,0,0,0,0,1,1,1,1,10.000000
3,0,1,1,1,1,1,0,1,1,0,0,1,NaN
4,0,0,0,0,0,0,0,1,1,0,0,1,16.500000
5,0,0,0,0,0,0,1,0,1,1,1,1,6.500000
6,0,0,0,0,0,0,0,1,1,0,1,1,25.000000
7,0,0,0,1,0,1,0,1,1,1,0,1,17.500000
8,0,0,0,0,0,0,0,0,1,1,1,1,19.000000
9,1,0,0,0,0,0,1,1,1,1,1,1,27.500000
10,1,0,0,0,0,1,1,0,1,0,0,1,20.000000
11,1,1,1,0,1,1,1,1,1,1,1,1,9.500000
12,0,0,0,0,0,1,1,0,1,1,1,1,2.500000
13,0,0,0,0,0,0,1,0,1,1,1,1,9.500000
14,0,0,0,0,0,0,1,0,1,1,1,1,25.500000
15,0,0,0,0,0,0,1,0,1,1,1,1,23.500000
16,1,0,0,0,0,0,0,0,1,1,1,1,10.000000
17,0,1,1,0,0,1,0,1,1,1,1,1,16.000000
18,0,0,1,0,0,0,1,0,1,0,0,1,25.000000
19,0,0,0,0,0,0,1,0,1,1,1,1,26.000000
20,0,0,0,0,0,1,1,1,1,1,1,1,15.500000
21,0,0,0,0,0,0,0,0,0,0,0,1,15.000000
22,0,0,0,0,0,0,1,0,1,1,1,1,21.000000
23,0,0,0,0,0,0,0,0,0,0,0,1,7.000000
24,0,1,1,1,1,1,1,1,1,1,1,1,40.000000
25,0,0,0,0,1,1,1,0,1,1,1,1,20.000000
26,1,1,1,0,0,0,1,1,1,1,1,1,6.000000
27,0,0,0,0,0,0,0,0,1,0,0,1,NaN
28,1,0,0,1,1,1,1,1,1,1,1,1,15.000000
29,1,0,0,0,1,1,1,1,1,1,1,1,21.000000
30,1,0,0,0,0,0,0,0,1,1,1,1,NaN
31,0,0,0,1,1,1,1,1,1,1,1,1,25.000000
32,0,0,0,0,0,0,1,0,1,1,1,1,27.000000
33,0,0,0,0,0,0,0,0,1,1,1,1,8.500000
34,0,0,0,0,0,0,1,1,1,1,1,1,14.600000
35,0,0,0,0,0,0,0,0,0,0,0,1,9.500000
36,1,1,0,0,1,0,1,1,1,1,1,1,NaN
37,1,0,0,0,1,1,1,0,1,0,0,1,28.000000
38,0,0,0,0,0,0,0,0,0,0,0,1,8.500000
39,1,0,0,0,0,0,0,1,1,0,1,1,3.000000
40,1,0,0,1,1,0,0,1,1,0,0,1,55.000000
41,0,0,0,0,0,0,0,1,1,0,0,1,NaN
42,0,0,0,0,0,0,0,0,0,0,0,1,10.500000
43,0,0,0,0,0,0,0,0,0,0,0,0,NaN
44,0,0,0,1,0,1,0,1,1,1,1,1,30.000000
45,0,0,0,0,1,1,1,1,1,1,0,1,NaN
46,0,0,0,0,0,0,0,0,1,0,0,1,NaN
47,1,0,0,0,0,0,1,0,1,1,1,1,NaN
48,0,0,0,0,0,0,0,0,1,1,0,1,NaN
49,0,0,0,0,0,0,0,0,0,0,0,0,21.500000
50,0,0,0,0,0,1,0,1,1,0,0,1,13.500000
51,0,0,0,0,0,1,0,1,1,0,0,1,22.000000
52,0,0,0,1,1,1,1,1,1,1,1,1,2.500000
53,0,0,0,0,0,1,0,1,1,0,1,1,22.000000
54,0,0,0,0,0,0,0,0,1,1,1,1,7.500000
